Timestamp,Parking_Lot_ID,Location_Type,Total_Slots,Occupied_Slots,Available_Slots,Occupancy_Rate,Vehicle_Count,Entry_Count,Exit_Count,Vehicle_Type,Traffic_Level,Congestion_Status,Parking_Status,Weather,Temperature,Day_Type,Hour,Revenue,Peak_Hour
2025-12-01 03:51:00,PL007,Mall,300,138,162,46,156,19,10,Car,Low,1,0,Foggy,4.6,Weekday,3,$481.16,0
2025-07-18 13:53:00,PL008,Office,220,167,53,75.91,185,16,26,Car,Medium,1,0,Sunny,28.4,Weekday,13,$450.78,0
2025-12-22 19:12:00,PL007,Mall,300,206,94,68.67,260,17,58,Bike,Medium,1,0,Cloudy,9.6,Weekday,19,$951.69,1
2026-04-04 05:40:00,PL002,Office,320,73,247,22.81,96,21,12,Bike,Low,0,0,Cloudy,17.6,Weekend,5,$223.33,0
2026-04-16 11:41:00,PL003,Hospital,260,107,153,41.15,127,13,12,Car,Low,0,0,Sunny,18.6,Weekday,11,$252.26,0
2026-04-06 23:26:00,PL003,Hospital,260,96,164,36.92,110,13,12,Car,Low,0,0,Sunny,18.1,Weekday,23,$228.03,0
2026-03-05 13:58:00,PL012,Residential,90,36,54,40,50,9,7,Truck,Medium,0,0,Sunny,16.6,Weekday,13,$61.78,0
2025-06-17 02:33:00,PL001,Mall,420,130,290,30.95,166,24,19,Car,Low,0,0,Sunny,26.3,Weekday,2,$434.98,0
2026-03-13 09:13:00,PL005,Airport,500,328,172,65.6,406,80,39,Car,Medium,0,0,Rainy,15.7,Weekday,9,"$1,511.22",1
2025-06-19 19:44:00,PL011,Airport,420,306,114,72.86,375,19,83,Bike,Medium,0,0,Cloudy,27.6,Weekday,19,"$1,363.30",1
2026-04-06 05:01:00,PL009,Hospital,140,63,77,45,66,9,4,Car,Low,0,0,Sunny,19,Weekday,5,$152.86,0
2026-02-01 20:02:00,PL010,Railway_Station,260,203,57,78.08,243,15,63,Bike,High,1,0,Sunny,11.5,Weekend,20,$713.26,1
2025-09-23 20:10:00,PL012,Residential,90,48,42,53.33,64,2,18,Car,Medium,0,0,Sunny,17.2,Weekday,20,$84.39,1
2026-02-15 01:02:00,PL004,Railway_Station,380,208,172,54.74,242,24,31,Bus,Medium,0,0,Cloudy,1.2,Weekend,1,$687.12,0
2025-11-13 14:47:00,PL004,Railway_Station,380,178,202,46.84,230,41,43,Car,Medium,0,0,Cloudy,19.2,Weekday,14,$512.30,0
2026-01-08 17:24:00,PL001,Mall,420,317,103,75.48,376,15,84,Car,High,1,0,Rainy,8.9,Weekday,17,"$1,336.78",1
2026-01-08 08:47:00,PL002,Office,320,239,81,74.69,289,50,14,Car,High,1,0,Sunny,9.2,Weekday,8,$860.21,1
2025-06-28 04:22:00,PL006,Residential,160,96,64,60,106,5,11,Bus,Medium,1,0,Sunny,29.3,Weekend,4,$162.34,0
2025-11-20 10:01:00,PL002,Office,320,222,98,69.38,262,50,12,EV,High,1,0,Sunny,18.6,Weekday,10,$731.47,1
2025-09-26 10:42:00,PL009,Hospital,140,74,66,52.86,96,27,8,Car,Medium,1,0,Rainy,17.2,Weekday,10,$199.02,1
2025-06-05 23:08:00,PL001,Mall,420,199,221,47.38,208,21,18,Car,Low,0,0,Sunny,26.7,Weekday,23,$783.06,0
2025-11-30 23:16:00,PL003,Hospital,260,148,112,56.92,169,9,14,Car,Medium,1,0,Cloudy,20.8,Weekend,23,$330.91,0
2025-12-21 07:28:00,PL008,Office,220,102,118,46.36,136,45,14,Bike,Medium,0,0,Sunny,9.8,Weekend,7,$354.84,1
2025-12-31 23:01:00,PL003,Hospital,260,118,142,45.38,139,15,18,Car,Low,0,0,Foggy,6.5,Weekday,23,$298.52,0
2026-04-15 14:19:00,PL008,Office,220,144,76,65.45,165,14,28,Car,Medium,0,0,Sunny,17.2,Weekday,14,$359.41,0
2025-09-28 20:32:00,PL012,Residential,90,45,45,50,55,4,17,Car,High,0,0,Cloudy,20,Weekend,20,$91.19,1
2025-11-13 18:21:00,PL010,Railway_Station,260,155,105,59.62,199,22,52,Car,High,1,0,Foggy,16.5,Weekday,18,$596.98,1
2026-01-16 03:08:00,PL004,Railway_Station,380,205,175,53.95,237,24,23,Car,Medium,1,0,Foggy,10.2,Weekday,3,$574.06,0
2025-06-19 21:39:00,PL011,Airport,420,226,194,53.81,257,29,23,EV,Medium,0,0,Cloudy,29.8,Weekday,21,"$1,175.39",0
2025-10-15 14:30:00,PL001,Mall,420,292,128,69.52,324,37,33,Car,Medium,1,0,Sunny,22.4,Weekday,14,$988.22,0
2026-01-27 00:38:00,PL008,Office,220,93,127,42.27,111,15,15,Car,Low,0,0,Sunny,9,Weekday,0,$282.21,0
2025-10-23 00:24:00,PL001,Mall,420,162,258,38.57,200,28,22,Car,Low,0,0,Cloudy,19.1,Weekday,0,$508.66,0
2025-08-02 01:13:00,PL002,Office,320,15,305,4.69,40,24,9,Bike,Low,0,0,Cloudy,28.5,Weekend,1,$38.26,0
2025-10-19 15:07:00,PL012,Residential,90,41,49,45.56,47,6,3,Car,Low,0,0,Sunny,18.9,Weekend,15,$73.51,0
2025-06-10 15:42:00,PL004,Railway_Station,380,220,160,57.89,246,17,28,Bus,Medium,0,0,Cloudy,25.7,Weekday,15,$577.20,0
2025-07-07 02:14:00,PL010,Railway_Station,260,177,83,68.08,209,18,22,Bus,Medium,0,0,Sunny,34.4,Weekday,2,$562.66,0
2025-09-23 16:34:00,PL004,Railway_Station,380,231,149,60.79,271,31,25,Bike,Medium,1,0,Sunny,18.3,Weekday,16,$754.50,0
2026-03-27 19:07:00,PL010,Railway_Station,260,173,87,66.54,226,14,57,EV,Medium,0,0,Sunny,20,Weekday,19,$593.64,1
2026-02-10 12:24:00,PL012,Residential,90,39,51,43.33,58,10,14,EV,Medium,1,0,Sunny,11.9,Weekday,12,$70.73,0
2026-05-04 03:26:00,PL005,Airport,500,312,188,62.4,349,31,55,Car,Medium,0,0,Sunny,16.9,Weekday,3,"$1,498.68",0
2025-10-30 02:14:00,PL006,Residential,160,105,55,65.62,113,10,9,EV,Medium,0,0,Cloudy,15.1,Weekday,2,$210.63,0
2025-12-26 20:43:00,PL007,Mall,300,201,99,67,252,18,61,Bike,High,1,0,Sunny,10.4,Weekday,20,$898.25,1
2026-01-14 10:30:00,PL011,Airport,420,310,110,73.81,394,69,42,Car,High,1,0,Cloudy,7,Weekday,10,"$1,697.68",1
2026-02-02 12:13:00,PL003,Hospital,260,143,117,55,174,26,34,EV,Medium,1,0,Cloudy,6.3,Weekday,12,$395.04,0
2026-01-31 20:25:00,PL007,Mall,300,250,50,83.33,299,9,63,Car,High,1,0,Cloudy,6.8,Weekend,20,$920.91,1
2025-05-23 03:30:00,PL004,Railway_Station,380,203,177,53.42,239,22,26,Car,Medium,0,0,Rainy,15.8,Weekday,3,$534.06,0
2025-06-30 11:45:00,PL003,Hospital,260,106,154,40.77,122,20,7,Car,Low,0,0,Sunny,26.2,Weekday,11,$211.94,0
2026-03-31 12:35:00,PL001,Mall,420,299,121,71.19,356,37,50,Car,Medium,0,0,Cloudy,16.6,Weekday,12,$894.68,0
2025-08-12 06:36:00,PL007,Mall,300,151,149,50.33,165,14,14,Car,Medium,1,0,Sunny,26.9,Weekday,6,$548.78,0
2025-12-26 19:04:00,PL011,Airport,420,302,118,71.9,368,22,87,Bus,Medium,1,0,Sunny,12.6,Weekday,19,"$1,488.88",1
2025-08-27 08:49:00,PL004,Railway_Station,380,234,146,61.58,293,71,25,Car,High,1,0,Cloudy,27.7,Weekday,8,$713.41,1
2025-12-30 22:48:00,PL006,Residential,160,81,79,50.62,94,10,11,Car,Medium,0,0,Sunny,12.1,Weekday,22,$115.81,0
2025-12-14 21:35:00,PL007,Mall,300,192,108,64,210,12,10,Truck,Medium,0,0,Sunny,11.7,Weekend,21,$597.22,0
2026-01-12 19:22:00,PL005,Airport,500,302,198,60.4,372,39,98,EV,Medium,1,0,Rainy,6.2,Weekday,19,"$1,974.49",1
2025-12-12 07:06:00,PL011,Airport,420,313,107,74.52,382,71,43,Car,High,1,0,Rainy,7.5,Weekday,7,"$1,840.79",1
2025-06-24 06:27:00,PL004,Railway_Station,380,230,150,60.53,243,19,16,Car,Medium,0,0,Rainy,27.3,Weekday,6,$669.13,0
2026-03-25 14:37:00,PL002,Office,320,204,116,63.75,231,28,24,Car,Medium,0,0,Sunny,20.7,Weekday,14,$551.49,0
2025-09-24 00:13:00,PL002,Office,320,154,166,48.12,175,13,15,Car,Low,0,0,Rainy,15.8,Weekday,0,$481.63,0
2025-05-26 12:51:00,PL011,Airport,420,270,150,64.29,332,38,59,Car,Medium,0,0,Cloudy,17.6,Weekday,12,"$1,373.92",0
2025-06-22 07:46:00,PL012,Residential,90,40,50,44.44,54,12,4,Car,High,1,0,Rainy,23.7,Weekend,7,$73.93,1
2026-02-02 22:53:00,PL003,Hospital,260,107,153,41.15,118,10,6,Car,Low,1,0,Cloudy,6.1,Weekday,22,$209.40,0
2026-03-22 10:52:00,PL002,Office,320,166,154,51.88,213,54,18,Car,Medium,1,0,Sunny,19.9,Weekend,10,$516.01,1
2025-05-31 15:48:00,PL005,Airport,500,402,98,80.4,424,29,38,Car,Medium,0,0,Sunny,19.6,Weekend,15,"$1,720.52",0
2026-01-24 10:29:00,PL008,Office,220,94,126,42.73,136,45,14,Car,Medium,1,0,Sunny,7.5,Weekend,10,$338.70,1
2025-06-27 23:10:00,PL007,Mall,300,105,195,35,117,9,14,EV,Low,0,0,Sunny,29.6,Weekday,23,$424.61,0
2026-03-07 12:57:00,PL012,Residential,90,43,47,47.78,57,11,8,Car,Medium,1,0,Rainy,12.2,Weekend,12,$73.69,0
2026-01-30 03:26:00,PL010,Railway_Station,260,126,134,48.46,160,20,23,Car,Medium,1,0,Cloudy,4.8,Weekday,3,$381.84,0
2026-02-28 13:02:00,PL011,Airport,420,326,94,77.62,382,44,62,Car,High,1,0,Cloudy,8.5,Weekend,13,"$1,504.57",0
2025-06-20 07:10:00,PL006,Residential,160,70,90,43.75,93,31,7,Car,Medium,0,0,Sunny,28,Weekday,7,$122.12,1
2025-06-19 10:45:00,PL004,Railway_Station,380,232,148,61.05,280,66,36,Car,Medium,1,0,Sunny,30.1,Weekday,10,$754.43,1
2025-06-29 10:44:00,PL008,Office,220,125,95,56.82,136,29,5,Car,High,1,0,Sunny,28.5,Weekend,10,$410.65,1
2026-02-02 00:53:00,PL005,Airport,500,326,174,65.2,376,32,49,Car,Medium,0,0,Cloudy,6.4,Weekday,0,"$1,308.49",0
2025-12-20 15:20:00,PL003,Hospital,260,130,130,50,148,13,11,Bus,Medium,1,0,Sunny,12.2,Weekend,15,$282.72,0
2026-02-16 00:03:00,PL002,Office,320,141,179,44.06,150,11,13,EV,Low,0,0,Sunny,11.1,Weekday,0,$476.93,0
2025-11-16 15:02:00,PL006,Residential,160,76,84,47.5,93,9,11,Car,Medium,1,0,Cloudy,16.7,Weekend,15,$108.85,0
2025-09-24 08:12:00,PL007,Mall,300,152,148,50.67,193,51,14,Car,High,1,0,Rainy,18.9,Weekday,8,$569.87,1
2025-06-03 20:59:00,PL007,Mall,300,210,90,70,244,17,53,EV,Medium,0,0,Sunny,27.3,Weekday,20,$838.43,1
2026-05-13 11:03:00,PL002,Office,320,180,140,56.25,194,15,3,Car,Medium,0,0,Cloudy,14.7,Weekday,11,$498.10,0
2026-02-08 13:22:00,PL007,Mall,300,229,71,76.33,274,26,41,Car,High,1,0,Sunny,7.4,Weekend,13,$771.81,0
2025-07-18 20:57:00,PL002,Office,320,173,147,54.06,206,14,54,Car,Medium,1,0,Cloudy,26.7,Weekday,20,$594.08,1
2025-12-16 16:18:00,PL008,Office,220,147,73,66.82,167,7,13,Car,Medium,1,0,Sunny,7.5,Weekday,16,$439.62,0
2025-05-20 13:36:00,PL005,Airport,500,310,190,62,370,50,61,Car,Medium,1,0,Rainy,14.5,Weekday,13,"$1,640.90",0
2025-09-21 20:51:00,PL010,Railway_Station,260,186,74,71.54,234,19,59,Car,High,1,0,Rainy,14.1,Weekend,20,$747.86,1
2025-08-03 21:09:00,PL009,Hospital,140,69,71,49.29,83,9,9,Bike,Medium,0,0,Rainy,24.8,Weekend,21,$136.54,0
2026-04-14 01:41:00,PL008,Office,220,84,136,38.18,98,14,9,Car,Low,1,0,Sunny,18.3,Weekday,1,$233.96,0
2025-12-17 14:13:00,PL008,Office,220,151,69,68.64,172,18,24,Car,Medium,1,0,Rainy,7.8,Weekday,14,$399.48,0
2025-11-05 04:09:00,PL006,Residential,160,81,79,50.62,91,10,11,Car,Medium,1,0,Sunny,20.2,Weekday,4,$132.56,0
2025-12-26 00:02:00,PL001,Mall,420,173,247,41.19,199,33,12,Bus,Low,1,0,Sunny,12.2,Weekday,0,$596.62,0
2026-02-18 12:08:00,PL007,Mall,300,178,122,59.33,210,29,30,Car,Medium,0,0,Sunny,9.3,Weekday,12,$667.39,0
2026-03-27 13:12:00,PL005,Airport,500,370,130,74,442,49,78,Car,Medium,0,0,Rainy,14.6,Weekday,13,"$1,507.18",0
2025-10-14 05:07:00,PL005,Airport,500,303,197,60.6,334,45,30,Car,Medium,0,0,Sunny,22.8,Weekday,5,"$1,529.34",0
2025-11-11 11:20:00,PL004,Railway_Station,380,259,121,68.16,305,23,26,Bike,Medium,1,0,Sunny,21.4,Weekday,11,$881.81,0
2025-11-21 12:51:00,PL011,Airport,420,255,165,60.71,318,51,71,Bike,Medium,0,0,Sunny,21.8,Weekday,12,"$1,267.67",0
2025-06-09 02:31:00,PL003,Hospital,260,137,123,52.69,153,9,4,Car,Medium,1,0,Sunny,34.2,Weekday,2,$320.49,0
2025-09-18 12:35:00,PL004,Railway_Station,380,262,118,68.95,323,41,52,Car,Medium,0,0,Cloudy,16,Weekday,12,$813.83,0
2025-07-14 07:54:00,PL012,Residential,90,27,63,30,34,19,2,Truck,Low,1,0,Sunny,25.8,Weekday,7,$49.82,1
2026-02-24 15:09:00,PL010,Railway_Station,260,196,64,75.38,219,17,28,Bus,Medium,0,0,Rainy,6.7,Weekday,15,$540.40,0
2025-12-24 14:23:00,PL001,Mall,420,257,163,61.19,324,35,55,Car,Medium,0,0,Foggy,7.2,Weekday,14,$871.35,0
2025-11-21 12:37:00,PL011,Airport,420,306,114,72.86,371,53,54,Car,Medium,0,0,Rainy,14,Weekday,12,"$1,405.03",0
2025-12-26 00:16:00,PL003,Hospital,260,105,155,40.38,123,19,18,Car,Low,1,0,Cloudy,8.6,Weekday,0,$214.38,0
2026-04-28 03:52:00,PL008,Office,220,103,117,46.82,115,16,6,Truck,Low,0,0,Rainy,14.6,Weekday,3,$304.61,0
2025-09-28 05:04:00,PL006,Residential,160,100,60,62.5,110,4,12,Truck,Medium,0,0,Sunny,20.1,Weekend,5,$165.36,0
2026-04-07 19:42:00,PL006,Residential,160,97,63,60.62,118,4,29,Car,Medium,1,0,Rainy,16.5,Weekday,19,$180.15,1
2025-07-03 14:22:00,PL008,Office,220,172,48,78.18,196,16,29,Car,Medium,0,0,Sunny,31.2,Weekday,14,$525.33,0
2025-11-21 08:10:00,PL002,Office,320,213,107,66.56,242,38,20,Car,High,1,0,Cloudy,19.5,Weekday,8,$650.91,1
2026-03-28 14:33:00,PL002,Office,320,148,172,46.25,189,30,28,Car,Medium,1,0,Foggy,10.4,Weekend,14,$446.86,0
2026-03-19 18:15:00,PL007,Mall,300,203,97,67.67,249,13,59,Car,High,1,0,Sunny,20.1,Weekday,18,$915.68,1
2025-12-11 17:02:00,PL004,Railway_Station,380,232,148,61.05,287,30,79,Car,Medium,1,0,Sunny,7.3,Weekday,17,$796.11,1
2025-10-04 20:20:00,PL012,Residential,90,63,27,70,76,5,19,EV,High,1,0,Rainy,15.9,Weekend,20,$120.37,1
2025-08-10 12:35:00,PL005,Airport,500,465,35,93,514,34,78,Car,High,1,1,Sunny,30.3,Weekend,12,"$2,177.77",0
2025-07-11 14:39:00,PL002,Office,320,219,101,68.44,253,25,27,Car,Medium,1,0,Rainy,28.2,Weekday,14,$687.53,0
2025-11-16 11:39:00,PL008,Office,220,91,129,41.36,103,8,10,Bike,Low,0,0,Sunny,18.7,Weekend,11,$264.81,0
2026-03-28 22:00:00,PL004,Railway_Station,380,164,216,43.16,195,21,24,Bus,Low,0,0,Sunny,18.7,Weekend,22,$489.29,0
2026-01-12 13:16:00,PL002,Office,320,197,123,61.56,239,31,39,Car,Medium,1,0,Rainy,5.3,Weekday,13,$506.31,0
2026-01-17 03:07:00,PL005,Airport,500,329,171,65.8,386,39,50,Bike,Medium,0,0,Cloudy,8,Weekend,3,"$1,566.49",0
2025-08-20 10:53:00,PL012,Residential,90,26,64,28.89,37,21,1,Car,Low,1,0,Sunny,29.1,Weekday,10,$43.64,1
2025-10-18 07:14:00,PL005,Airport,500,405,95,81,484,85,49,Car,High,1,0,Rainy,17.6,Weekend,7,"$1,912.49",1
2026-02-10 11:04:00,PL004,Railway_Station,380,223,157,58.68,274,32,31,Car,Medium,0,0,Cloudy,11.1,Weekday,11,$584.55,0
2026-01-10 20:58:00,PL005,Airport,500,389,111,77.8,471,24,115,Car,High,1,0,Sunny,6.2,Weekend,20,"$1,830.52",1
2025-07-22 20:13:00,PL001,Mall,420,294,126,70,354,17,94,Car,High,1,0,Sunny,31.9,Weekday,20,"$1,241.91",1
2025-12-24 17:41:00,PL002,Office,320,173,147,54.06,227,18,56,Car,Medium,1,0,Rainy,8.2,Weekday,17,$596.34,1
2026-04-10 21:31:00,PL010,Railway_Station,260,165,95,63.46,183,16,20,Bus,Medium,0,0,Cloudy,17.8,Weekday,21,$542.60,0
2025-11-08 05:48:00,PL012,Residential,90,47,43,52.22,46,1,6,Car,Low,1,0,Sunny,26.4,Weekend,5,$82.52,0
2025-05-25 16:27:00,PL002,Office,320,150,170,46.88,161,11,19,Car,Low,1,0,Sunny,17.9,Weekend,16,$381.07,0
2025-09-16 15:21:00,PL006,Residential,160,73,87,45.62,89,10,8,Bike,Medium,0,0,Cloudy,16.6,Weekday,15,$130.83,0
2025-10-14 05:54:00,PL012,Residential,90,52,38,57.78,61,4,7,Car,Medium,1,0,Sunny,24.8,Weekday,5,$82.68,0
2025-09-11 16:41:00,PL002,Office,320,186,134,58.13,209,15,18,EV,Medium,0,0,Foggy,13.1,Weekday,16,$591.88,0
2026-01-31 16:40:00,PL002,Office,320,139,181,43.44,160,18,15,Car,Low,0,0,Foggy,3.5,Weekend,16,$339.45,0
2025-10-14 18:22:00,PL011,Airport,420,276,144,65.71,319,17,81,Car,High,1,0,Cloudy,19.8,Weekday,18,"$1,423.42",1
2025-10-15 02:42:00,PL008,Office,220,109,111,49.55,122,2,16,Car,Medium,0,0,Cloudy,18.6,Weekday,2,$270.74,0
2026-04-12 13:49:00,PL002,Office,320,139,181,43.44,189,45,27,Car,Medium,0,0,Rainy,12.2,Weekend,13,$387.83,0
2025-08-08 00:42:00,PL005,Airport,500,288,212,57.6,350,39,49,Car,Medium,0,0,Sunny,31.3,Weekday,0,"$1,405.39",0
2026-02-09 13:28:00,PL001,Mall,420,250,170,59.52,294,45,38,Car,Medium,0,0,Rainy,5.3,Weekday,13,$822.34,0
2026-03-17 15:47:00,PL005,Airport,500,292,208,58.4,325,26,35,Bus,Medium,0,0,Cloudy,12.8,Weekday,15,"$1,208.43",0
2025-08-07 22:32:00,PL009,Hospital,140,62,78,44.29,74,4,11,Car,Low,0,0,Cloudy,29.4,Weekday,22,$153.21,0
2025-07-27 03:46:00,PL006,Residential,160,95,65,59.38,106,6,5,Car,Medium,1,0,Cloudy,30.2,Weekend,3,$155.92,0
2026-05-08 07:58:00,PL007,Mall,300,169,131,56.33,205,43,13,Car,High,0,0,Cloudy,14.2,Weekday,7,$729.26,1
2026-02-25 15:49:00,PL004,Railway_Station,380,232,148,61.05,262,33,19,Bus,Medium,0,0,Sunny,6.3,Weekday,15,$777.82,0
2025-08-03 08:27:00,PL002,Office,320,176,144,55,221,54,16,Car,Medium,0,0,Rainy,20.4,Weekend,8,$608.41,1
2025-08-26 12:10:00,PL001,Mall,420,314,106,74.76,380,37,53,Car,High,1,0,Rainy,25.8,Weekday,12,$997.03,0
2025-08-19 07:02:00,PL010,Railway_Station,260,191,69,73.46,213,43,18,Car,High,1,0,Cloudy,26.9,Weekday,7,$664.05,1
2026-03-30 14:42:00,PL007,Mall,300,205,95,68.33,248,26,38,Car,Medium,0,0,Sunny,17.1,Weekday,14,$686.68,0
2026-04-03 11:29:00,PL003,Hospital,260,127,133,48.85,141,15,12,Car,Low,0,0,Cloudy,19.3,Weekday,11,$244.82,0
2025-05-28 21:46:00,PL005,Airport,500,289,211,57.8,336,28,45,Car,Medium,0,0,Sunny,17.4,Weekday,21,"$1,482.14",0
2026-01-30 10:35:00,PL010,Railway_Station,260,190,70,73.08,222,51,9,Car,Medium,0,0,Rainy,3,Weekday,10,$592.06,1
2025-11-14 20:28:00,PL006,Residential,160,98,62,61.25,122,8,29,EV,High,0,0,Sunny,19.2,Weekday,20,$227.39,1
2026-04-14 02:14:00,PL004,Railway_Station,380,155,225,40.79,189,28,28,Car,Low,0,0,Cloudy,17.6,Weekday,2,$408.00,0
2025-08-20 06:16:00,PL003,Hospital,260,113,147,43.46,126,4,13,Car,Low,0,0,Rainy,23.5,Weekday,6,$265.95,0
2025-06-27 13:17:00,PL003,Hospital,260,158,102,60.77,188,23,29,Car,Medium,0,0,Sunny,26.8,Weekday,13,$307.68,0
